Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     20.72     0.00   152364     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const
  0.00     20.72     0.00   152364     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_max_size(std::allocator<cv::Point_<int> > const&)
  0.00     20.72     0.00   152364     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_relocate(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&)
  0.00     20.72     0.00   152364     0.00     0.00  cv::Point_<int>* std::__relocate_a<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&)
  0.00     20.72     0.00   152364     0.00     0.00  cv::Point_<int>* std::__relocate_a_1<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&)
  0.00     20.72     0.00   144217     0.00     0.00  Edge::operator<(Edge const&) const
  0.00     20.72     0.00   134922     0.00     0.00  std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&)
  0.00     20.72     0.00   110105     0.00     0.00  bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const
  0.00     20.72     0.00   106306     0.00     0.00  std::__new_allocator<cv::Point_<int> >::deallocate(cv::Point_<int>*, unsigned long)
  0.00     20.72     0.00   106306     0.00     0.00  std::__new_allocator<cv::Point_<int> >::allocate(unsigned long, void const*)
  0.00     20.72     0.00   102031     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate(cv::Point_<int>*, unsigned long)
  0.00     20.72     0.00    97936     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin()
  0.00     20.72     0.00    95187     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00     20.72     0.00    87386     0.00     0.00  __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator--()
  0.00     20.72     0.00    86790     0.00     0.00  __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const
  0.00     20.72     0.00    78967     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate(unsigned long)
  0.00     20.72     0.00    76182     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const
  0.00     20.72     0.00    73088     0.00     0.00  std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_S_buffer_size()
  0.00     20.72     0.00    71916     0.00     0.00  __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator++()
  0.00     20.72     0.00    69874     0.00     0.00  void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> const&>(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&)
  0.00     20.72     0.00    64718     0.00     0.00  std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_M_set_node(cv::Point_<int>**)
  0.00     20.72     0.00    60525     0.00     0.00  Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&)
  0.00     20.72     0.00    58397     0.00     0.00  Edge* std::__addressof<Edge>(Edge&)
  0.00     20.72     0.00    55712     0.00     0.00  std::less<int>::operator()(int const&, int const&) const
  0.00     20.72     0.00    52974     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() const
  0.00     20.72     0.00    52974     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_addr() const
  0.00     20.72     0.00    52974     0.00     0.00  std::_Select1st<std::pair<int const, int> >::operator()(std::pair<int const, int> const&) const
  0.00     20.72     0.00    52974     0.00     0.00  std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() const
  0.00     20.72     0.00    52974     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*)
  0.00     20.72     0.00    47603     0.00     0.00  std::__new_allocator<cv::Point_<int> >::~__new_allocator()
  0.00     20.72     0.00    46316     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() const
  0.00     20.72     0.00    44357     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_right(std::_Rb_tree_node_base*)
  0.00     20.72     0.00    37946     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_map_allocator() const
  0.00     20.72     0.00    37946     0.00     0.00  std::__new_allocator<cv::Point_<int>*>::~__new_allocator()
  0.00     20.72     0.00    37938     0.00     0.00  std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_Deque_iterator()
  0.00     20.72     0.00    36992     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_Node_allocator()
  0.00     20.72     0.00    34112     0.00     0.00  bool __gnu_cxx::__ops::_Val_less_iter::operator()<Edge, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(Edge&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const
  0.00     20.72     0.00    27339     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_node()
  0.00     20.72     0.00    27339     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate_node(cv::Point_<int>*)
  0.00     20.72     0.00    26713     0.00     0.00  SARSegmentation::UnionFind::find(int)
  0.00     20.72     0.00    25849     0.00     0.00  Superpixel::~Superpixel()
  0.00     20.72     0.00    25849     0.00     0.00  void std::_Destroy_aux<true>::__destroy<cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*)
  0.00     20.72     0.00    25849     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_impl::~_Vector_impl()
  0.00     20.72     0.00    25849     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~_Vector_base()
  0.00     20.72     0.00    25849     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~vector()
  0.00     20.72     0.00    25849     0.00     0.00  void std::_Destroy<cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*)
  0.00     20.72     0.00    22379     0.00     0.00  __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&)
  0.00     20.72     0.00    21976     0.00     0.00  bool __gnu_cxx::operator< <Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&)
  0.00     20.72     0.00    21976     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Edge> >, std::is_move_constructible<Edge>, std::is_move_assignable<Edge> >::value, void>::type std::swap<Edge>(Edge&, Edge&)
  0.00     20.72     0.00    21976     0.00     0.00  void std::iter_swap<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >)
  0.00     20.72     0.00    21754     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_impl_data::_Vector_impl_data()
  0.00     20.72     0.00    18973     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_map(unsigned long)
  0.00     20.72     0.00    18973     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate_map(cv::Point_<int>**, unsigned long)
  0.00     20.72     0.00    18973     0.00     0.00  std::__new_allocator<cv::Point_<int>*>::deallocate(cv::Point_<int>**, unsigned long)
  0.00     20.72     0.00    18973     0.00     0.00  std::__new_allocator<cv::Point_<int>*>::allocate(unsigned long, void const*)
  0.00     20.72     0.00    18969     0.00     0.00  Superpixel::Superpixel(int)
  0.00     20.72     0.00    18969     0.00     0.00  cv::Point_<int>::Point_()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_impl::_Deque_impl()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_impl::~_Deque_impl()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_create_nodes(cv::Point_<int>**, cv::Point_<int>**)
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_impl_data::_Deque_impl_data()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_destroy_nodes(cv::Point_<int>**, cv::Point_<int>**)
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_initialize_map(unsigned long)
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Deque_base()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~_Deque_base()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_impl::_Vector_impl()
  0.00     20.72     0.00    18969     0.00     0.00  std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_Vector_base()
  0.00     20.72     0.00    18969     0.00     0.00  std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::deque()
  0.00     20.72     0.00    18969     0.00     0.00  std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~deque()
  0.00     20.72     0.00    18969     0.00     0.00  std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::queue<std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >, void>()
  0.00     20.72     0.00    18969     0.00     0.00  std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::~queue()
  0.00     20.72     0.00    18969     0.00     0.00  std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector()
  0.00     20.72     0.00    18500     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::base() const
  0.00     20.72     0.00    18499     0.00     0.00  bool __gnu_cxx::operator!=<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&)
  0.00     20.72     0.00    18496     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr()
  0.00     20.72     0.00    18496     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr()
  0.00     20.72     0.00    18496     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >::_M_valptr()
  0.00     20.72     0.00    17456     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long)
  0.00     20.72     0.00    16383     0.00     0.00  void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&)
  0.00     20.72     0.00    15070     0.00     0.00  Superpixel* std::__addressof<Superpixel>(Superpixel&)
  0.00     20.72     0.00    14272     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*)
  0.00     20.72     0.00    10208     0.00     0.00  __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator-(long) const
  0.00     20.72     0.00     9309     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00     20.72     0.00     9265     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::end()
  0.00     20.72     0.00     9249     0.00     0.00  bool __gnu_cxx::operator!=<Edge const*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&)
  0.00     20.72     0.00     9248     0.00     0.00  SARSegmentation::UnionFind::shouldMerge(int, int, double)
  0.00     20.72     0.00     9248     0.00     0.00  Edge::Edge(int, int, double)
  0.00     20.72     0.00     9248     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::operator++()
  0.00     20.72     0.00     9248     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::operator*() const
  0.00     20.72     0.00     9248     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> const&>(std::pair<int, int> const&) const
  0.00     20.72     0.00     9248     0.00     0.00  std::__new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::deallocate(std::_Rb_tree_node<std::pair<int, int> >*, unsigned long)
  0.00     20.72     0.00     9248     0.00     0.00  std::__new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::allocate(unsigned long, void const*)
  0.00     20.72     0.00     9248     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::insert(std::pair<int, int> const&)
  0.00     20.72     0.00     9248     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&)
  0.00     20.72     0.00     9248     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool, true>(std::_Rb_tree_iterator<std::pair<int, int> >&&, bool&&)
  0.00     20.72     0.00     9248     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&)
  0.00     20.72     0.00     9248     0.00     0.00  Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&)
  0.00     20.72     0.00     9248     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::back()
  0.00     20.72     0.00     9248     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&)
  0.00     20.72     0.00     9248     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&)
  0.00     20.72     0.00     9248     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >&)
  0.00     20.72     0.00     9248     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_node()
  0.00     20.72     0.00     9248     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00     20.72     0.00     9248     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int, int> >*)
