Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00 1048320/1048320     void std::_Destroy_aux<true>::__destroy<std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*) [208]
-----------------------------------------------
                0.00    0.00    4148/862084      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::begin() [381]
                0.00    0.00    9248/862084      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [78]
                0.00    0.00    9248/862084      std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [108]
                0.00    0.00  415096/862084      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> >*, std::_Rb_tree_node_base*, std::pair<int, int> const&) [19]
                0.00    0.00  424344/862084      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() [243]
[219]    0.0    0.00    0.00  862084         std::_Rb_tree_iterator<std::pair<int, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [219]
-----------------------------------------------
                0.00    0.00  416887/833774      std::vector<Superpixel, std::allocator<Superpixel> >::begin() const [245]
                0.00    0.00  416887/833774      std::vector<Superpixel, std::allocator<Superpixel> >::end() const [66]
[220]    0.0    0.00    0.00  833774         __gnu_cxx::__normal_iterator<Superpixel const*, std::vector<Superpixel, std::allocator<Superpixel> > >::__normal_iterator(Superpixel const* const&) [220]
-----------------------------------------------
                0.00    0.00  833774/833774      bool __gnu_cxx::operator==<Superpixel const*, std::vector<Superpixel, std::allocator<Superpixel> > >(__gnu_cxx::__normal_iterator<Superpixel const*, std::vector<Superpixel, std::allocator<Superpixel> > > const&, __gnu_cxx::__normal_iterator<Superpixel const*, std::vector<Superpixel, std::allocator<Superpixel> > > const&) [65]
[221]    0.0    0.00    0.00  833774         __gnu_cxx::__normal_iterator<Superpixel const*, std::vector<Superpixel, std::allocator<Superpixel> > >::base() const [221]
-----------------------------------------------
                0.00    0.00  747445/747445      std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::empty() const [223]
[222]    0.0    0.00    0.00  747445         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::empty() const [222]
                0.00    0.00  747445/747445      std::operator==(std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&, std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&) [227]
-----------------------------------------------
                0.00    0.00  747445/747445      SARSegmentation::growSuperpixel(int, int, Superpixel&, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&) [9]
[223]    0.0    0.00    0.00  747445         std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::empty() const [223]
                0.00    0.00  747445/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::empty() const [222]
-----------------------------------------------
                0.00    0.00    8370/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_pop_front_aux() [360]
                0.00    0.00   18969/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~deque() [69]
                0.00    0.00  720106/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::pop_front() [231]
[224]    0.0    0.00    0.00  747445         std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() [224]
-----------------------------------------------
                0.00    0.00   18969/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~deque() [69]
                0.00    0.00  728476/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::back() [229]
[225]    0.0    0.00    0.00  747445         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [225]
                0.00    0.00  747445/1494890     std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_Deque_iterator(std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&) [196]
-----------------------------------------------
                0.00    0.00   18969/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~deque() [69]
                0.00    0.00  728476/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::front() [230]
[226]    0.0    0.00    0.00  747445         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [226]
                0.00    0.00  747445/1494890     std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_Deque_iterator(std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&) [196]
-----------------------------------------------
                0.00    0.00  747445/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::empty() const [222]
[227]    0.0    0.00    0.00  747445         std::operator==(std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&, std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&) [227]
-----------------------------------------------
                0.00    0.00  728476/728476      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::back() [229]
[228]    0.0    0.00    0.00  728476         std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::operator--() [228]
                0.00    0.00    8370/64718       std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_M_set_node(cv::Point_<int>**) [270]
-----------------------------------------------
                0.00    0.00  728476/728476      cv::Point_<int>& std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::emplace_back<cv::Point_<int> >(cv::Point_<int>&&) [32]
[229]    0.0    0.00    0.00  728476         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::back() [229]
                0.00    0.00  728476/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [225]
                0.00    0.00  728476/728476      std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::operator--() [228]
                0.00    0.00  728476/1456952     std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::operator*() const [197]
-----------------------------------------------
                0.00    0.00  728476/728476      std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::front() [233]
[230]    0.0    0.00    0.00  728476         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::front() [230]
                0.00    0.00  728476/747445      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [226]
                0.00    0.00  728476/1456952     std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::operator*() const [197]
-----------------------------------------------
                0.00    0.00  728476/728476      std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::pop() [232]
[231]    0.0    0.00    0.00  728476         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::pop_front() [231]
                0.00    0.00  720106/747445      std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() [224]
                0.00    0.00    8370/8370        std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_pop_front_aux() [360]
-----------------------------------------------
                0.00    0.00  728476/728476      SARSegmentation::growSuperpixel(int, int, Superpixel&, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&) [9]
[232]    0.0    0.00    0.00  728476         std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::pop() [232]
                0.00    0.00  728476/728476      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::pop_front() [231]
-----------------------------------------------
                0.00    0.00  728476/728476      SARSegmentation::growSuperpixel(int, int, Superpixel&, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&) [9]
[233]    0.0    0.00    0.00  728476         std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::front() [233]
                0.00    0.00  728476/728476      std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::front() [230]
-----------------------------------------------
                0.00    0.00  634219/634219      cv::Point_<int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*>(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*) [414]
[234]    0.0    0.00    0.00  634219         bool __gnu_cxx::operator!=<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [234]
                0.00    0.00 1268438/1268438     __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::base() const [200]
-----------------------------------------------
                0.00    0.00  631434/631434      cv::Point_<int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*>(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*) [414]
[235]    0.0    0.00    0.00  631434         __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator++() [235]
-----------------------------------------------
                0.00    0.00  631434/631434      cv::Point_<int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*>(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*) [414]
[236]    0.0    0.00    0.00  631434         __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator*() const [236]
-----------------------------------------------
                0.00    0.00  631434/631434      cv::Point_<int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*>(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*) [414]
[237]    0.0    0.00    0.00  631434         void std::_Construct<cv::Point_<int>, cv::Point_<int> const&>(cv::Point_<int>*, cv::Point_<int> const&) [237]
                0.00    0.00  631434/8533856     operator new(unsigned long, void*) [177]
                0.00    0.00  631434/2158260     cv::Point_<int> const& std::forward<cv::Point_<int> const&>(std::remove_reference<cv::Point_<int> const&>::type&) [192]
-----------------------------------------------
                0.00    0.00  457092/457092      cv::Point_<int>* std::__relocate_a<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [39]
[238]    0.0    0.00    0.00  457092         cv::Point_<int>* std::__niter_base<cv::Point_<int>*>(cv::Point_<int>*) [238]
-----------------------------------------------
                0.00    0.00    9248/433592      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [78]
                0.00    0.00    9248/433592      std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [108]
                0.00    0.00  415096/433592      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [16]
[239]    0.0    0.00    0.00  433592         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_end() [239]
-----------------------------------------------
                0.00    0.00  424345/424345      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_begin() [241]
[240]    0.0    0.00    0.00  424345         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_mbegin() const [240]
-----------------------------------------------
                0.00    0.00       1/424345      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~_Rb_tree() [118]
                0.00    0.00    9248/424345      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [78]
                0.00    0.00  415096/424345      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [16]
[241]    0.0    0.00    0.00  424345         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_begin() [241]
                0.00    0.00  424345/424345      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_mbegin() const [240]
-----------------------------------------------
                0.00    0.00    9248/424344      std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&) [341]
                0.00    0.00  415096/424344      std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [15]
[242]    0.0    0.00    0.00  424344         std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int, int> > const&) [242]
-----------------------------------------------
                0.00    0.00  424344/424344      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [16]
[243]    0.0    0.00    0.00  424344         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() [243]
                0.00    0.00  424344/862084      std::_Rb_tree_iterator<std::pair<int, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [219]
-----------------------------------------------
                0.00    0.00    4148/419244      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [78]
                0.00    0.00  415096/419244      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [16]
[244]    0.0    0.00    0.00  419244         std::operator==(std::_Rb_tree_iterator<std::pair<int, int> > const&, std::_Rb_tree_iterator<std::pair<int, int> > const&) [244]
-----------------------------------------------
                0.00    0.00  416887/416887      std::vector<Superpixel, std::allocator<Superpixel> >::empty() const [28]
[245]    0.0    0.00    0.00  416887         std::vector<Superpixel, std::allocator<Superpixel> >::begin() const [245]
                0.00    0.00  416887/833774      __gnu_cxx::__normal_iterator<Superpixel const*, std::vector<Superpixel, std::allocator<Superpixel> > >::__normal_iterator(Superpixel const* const&) [220]
-----------------------------------------------
                0.00    0.00  415096/415096      SARSegmentation::buildSuperpixelGraph() [11]
[246]    0.0    0.00    0.00  415096         std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [246]
                0.00    0.00  415096/415096      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [247]
-----------------------------------------------
                0.00    0.00  415096/415096      std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [246]
[247]    0.0    0.00    0.00  415096         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [247]
                0.00    0.00  415096/415096      std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [248]
-----------------------------------------------
                0.00    0.00  415096/415096      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [247]
[248]    0.0    0.00    0.00  415096         std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [248]
-----------------------------------------------
                0.00    0.00  415096/415096      SARSegmentation::buildSuperpixelGraph() [11]
[249]    0.0    0.00    0.00  415096         std::pair<int, int>::pair<int, int, true>(int const&, int const&) [249]
-----------------------------------------------
                0.00    0.00  415096/415096      SARSegmentation::buildSuperpixelGraph() [11]
[250]    0.0    0.00    0.00  415096         int const& std::max<int>(int const&, int const&) [250]
-----------------------------------------------
                0.00    0.00  415096/415096      SARSegmentation::buildSuperpixelGraph() [11]
[251]    0.0    0.00    0.00  415096         int const& std::min<int>(int const&, int const&) [251]
-----------------------------------------------
                0.00    0.00  415096/415096      SARSegmentation::buildSuperpixelGraph() [11]
[252]    0.0    0.00    0.00  415096         std::operator==(std::_Rb_tree_const_iterator<std::pair<int, int> > const&, std::_Rb_tree_const_iterator<std::pair<int, int> > const&) [252]
-----------------------------------------------
                0.00    0.00       6/385000      void std::__insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [809]
                0.00    0.00    9248/385000      SARSegmentation::segmentGraph(std::vector<Edge, std::allocator<Edge> > const&, double) [120]
                0.00    0.00    9248/385000      std::vector<Edge, std::allocator<Edge> >::back() [342]
                0.00    0.00   34112/385000      bool __gnu_cxx::__ops::_Val_less_iter::operator()<Edge, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(Edge&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const [286]
                0.00    0.00   43952/385000      void std::iter_swap<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) [299]
                0.00    0.00   68224/385000      void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter) [356]
                0.00    0.00  220210/385000      bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const [260]
[253]    0.0    0.00    0.00  385000         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator*() const [253]
-----------------------------------------------
                0.00    0.00    2785/345977      SARSegmentation::UnionFind::UnionFind(int, double, std::vector<Superpixel, std::allocator<Superpixel> > const&) [141]
                0.00    0.00    2785/345977      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > const&) [412]
                0.00    0.00    5570/345977      SARSegmentation::generateSegmentationResult(std::vector<int, std::allocator<int> > const&) [50]
                0.00    0.00   11140/345977      SARSegmentation::calculateSuperpixelProperties(Superpixel&) [113]
                0.00    0.00   18969/345977      SARSegmentation::extractSuperpixels() [3]
                0.00    0.00  304728/345977      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const [102]
[254]    0.0    0.00    0.00  345977         std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [254]
-----------------------------------------------
                0.00    0.00    2785/180998      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > const&) [412]
                0.00    0.00   12616/180998      void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>&&) [99]
                0.00    0.00   25849/180998      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~vector() [294]
                0.00    0.00  139748/180998      void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> const&>(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [26]
[255]    0.0    0.00    0.00  180998         std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() [255]
-----------------------------------------------
                0.00    0.00   27339/165704      std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate_node(cv::Point_<int>*) [288]
                0.00    0.00   27339/165704      std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_node() [287]
                0.00    0.00   37938/165704      std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_initialize_map(unsigned long) [312]
                0.00    0.00   73088/165704      std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_S_buffer_size() [268]
[256]    0.0    0.00    0.00  165704         std::__deque_buf_size(unsigned long) [256]
-----------------------------------------------
                0.00    0.00    2785/155149      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::vector(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > const&) [412]
                0.00    0.00  152364/155149      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const [100]
[257]    0.0    0.00    0.00  155149         std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() const [257]
-----------------------------------------------
                0.00    0.00   34112/144217      bool __gnu_cxx::__ops::_Val_less_iter::operator()<Edge, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(Edge&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const [286]
                0.00    0.00  110105/144217      bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const [260]
[258]    0.0    0.00    0.00  144217         Edge::operator<(Edge const&) const [258]
-----------------------------------------------
                0.00    0.00       1/134922      void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<Edge, Edge>(Edge*, Edge*) [700]
                0.00    0.00       6/134922      void std::__insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [809]
                0.00    0.00    9248/134922      std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [89]
                0.00    0.00   16383/134922      void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&) [326]
                0.00    0.00   43356/134922      void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter) [356]
